elementName,score,nbOfSongs
"Nightmargin (Casey Gu), Michael Shirt","973.25",4
"jnWake","973.25",4
"GaMeBoX","973.2",5
"surasshu","973.1666666666666",6
"LaiD Back Devil","973.0434782608696",23
"Adam Gilmore","973",2
"MythosLogos","973",2
"Aaron Cherof","973",2
"fluidvolt","973",2
"YamaYama","973",4
"Gerard Gourley","973",2
"MasterJace","973",7
"Laffe the Fox","973",5
"Steel Samurai","973",4
"RYOYA","973",3
"Michael Giacchino, Patrick J. Collins, Steve Duckworth","973",3
"William Reyes","973",3
"Vincent Rubinetti","973",2
"Peter M. Crockett","973",2
"Koji Hayama","973",3
"Sleepy Emp","973",2
"Mattias Holmgren","973",2
"they/them","973",2
"Konami Kukeiha Club, Kenichiro Fukui","973",2
"Roger Matthews","973",2
"StormSkuggan","973",3
"muZik","973",2
"Electron","973",2
"David Hsu","973",2
"8-Bit Philharmonic","973",2
"Daisuke Matsuoka","973",2
"ConSoul Big Band","973",4
"THE RAIN BOOK","973",2
"Raito","972.8064516129032",31
"Chris Brayman","972.8",5
"Adam Matlock","972.8",5
"Dj Mokram","972.72",25
"Rozovian","972.6511627906976",43
"Spencer Kitagawa","972.6363636363636",11
"FFmusic Dj","972.4615384615385",13
"Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","972.4375",32
"RebeccaETripp","972.2571428571429",70
"Mikeaudio","971.875",8
"Mantra Sound","971.7142857142857",7
"Yuka Tsujiyoko, Saki Kasuga","971.7142857142857",14
"Kunal Majmudar (ktriton)","971.5294117647059",17
"DJ UPPERCUT","971.5",6
"BOKKADENcI","971.3333333333334",6
"OWN EYE MUSIC","971.2",5
"N.EX.T","971.1333333333333",15
"Kazunaka Yamane, M. Hirasawa","971",9
"Atsushi Fujio, Hidehiro Funauchi, Katsuhiko Suzuki","971",8
"505","970.9545454545455",22
"Gordon McNeil","970.875",16
"colspan","970.875",8
"ErichWK","970.8181818181819",33
"Hidenori Maezawa, Yuichi Sakakura, Harumi Ueko","970.75",4
"Yoshiyuki Ito","970.75",4
"PXL8","970.5714285714286",7
"Kazuhiko Uehara, Hideto Inoue, Harumi Ueko","970.3529411764706",17
"Seattle Jazz Composers Ensemble","970.3333333333334",6
"Amsterdam Session Orchestra","970.3333333333334",3
"Kaoru Okada","970.3",10
"Shinji Hosoe","970.258064516129",31
"Frank Klepacki","970.2272727272727",44
"Jaroban","970",2
"Gary Biasillo","970",3
"Matt E. Waldman","970",3
"Shinji Orito, Manack","970",3
"BeanJammin","970",2
"Snowflakes91","969.8695652173913",23
"Renegade 8","969.8",5
"Zeratul","969.75",12
"Yuki Kajiura","969.6153846153846",13
"Toshiki Konishi","969.5555555555555",9
"Joren de Bruin (Tensei-San)","969.4",5
"Leandro Abreu","969.1666666666666",6
"Shinya Yano, Jun Chikuma","969.0909090909091",11
"PROTO·DOME","969.0862068965517",58
"Nostalvania, The OC Jazz Collective","969",4
"Michio Okamiya","969",2
"Jukio Kallio, Daniel Hagström","968.9583333333334",24
"Raphael Müller, Washington Rayk","968.7777777777778",9
"Holy Konni","968.75",4
"Motoi Sakuraba, Shinji Tamura, Hiroya Hatsushiba","968.75",8
"gutzalpus","968.75",4
"Takeshi Inoue,Yumiko Hashizume,Noriyasu Agematsu","968.6428571428571",14
"Yoshito Hirano","968.625",24
"Bill Brown","968.5",2
"D.B.O.Y.D","968.5",2
"Kajiya Shitamachi","968.5",6
"Robby Duguay","968.5",2
"RE:NDZ","968.5",2
"Ryo Furukawa","968.5",2
"Zohar Emulator","968.5",2
"Can of Nothing","968.5",2
"Artem Bank","968.5",4
"Michael Zucker","968.5",2
"Zas","968.5",6
"Pablo Enver","968.5",2
"pHate","968.5",2
"Yuki Kyle","968.5",2
"Michael Staple","968.5",2
"K->","968.5",2
"Wiesty, XPRTNovice","968.5",2
"Max Sandler","968.5",2
"Alec Holowka, Scott Benson","968.5",2
"Chris T Geehan","968.5",2
"Shadow","968.5",2
"The Second Story","968.5",2
"Shitamachi Kajiya, Mayu","968.3333333333334",6
"Shinobu Ogawa","968.3076923076923",13
"Jake Kaufman (virt), Ian Stocker","968.2307692307693",13
"Masahiko Takaki","968",7
"John Broomhall","968",21
"lpower","967.8571428571429",14
"Paul Webb, Ken Moore","967.8",5
"Mieko Ishikawa, Masaaki Kawai, Ryo Yonemitsu","967.625",8
"Pokérus Project","967.6",5
"Takayuki Nakamura","967.5862068965517",29
"Naoko Mitome, Chika Sekigawa","967.5384615384615",13
"Chikayo Fukuda","967.5135135135135",37
"65daysofstatic","967.3333333333334",3
"Yuji Yoshino","967.2941176470588",17
"Hideki Naganuma, Keiichi Sugiyama, Yutaka Akiyama, Chiho Kobayashi, Ichiken, karuta, Yoshio Tsuru, Wall5 Project with Poseidon, Wall5 Project with Re-Center, Tomonori Hayashibe, Yosuke Hatakeyama, Yuko Iseki, NIJI, Daniel Lindholm","967.2142857142857",14
"Nozomu Nakahashi, Keita Hoshi","967.1666666666666",6
"Chance Thomas,Turbine","967.1111111111111",9
"OverClocked Assembled","967",3
"Isamu Ohira","967",3
"FFMusic DJ","967",6
"Ian Stocker","966.8846153846154",26
"Hiroyuki Yanada","966.8421052631579",19
"Ryuji Sasai, Tadahiro Nitta","966.8125",16
"Jovette Rivera","966.8",5
"Brandon Strader","966.7857142857143",42
"Yutaka Minobe","966.5454545454545",22
"Nullsleep","966.5",6
"Mieko Ishikawa","966.25",8
"Inverse Phase","966.1960784313726",51
"Keiko, Susan Calloway","966",5
"DarkCecil13","966",5
"Shinji Hosoe, Ayako Saso, Shoichiro Sakamoto, Teruo Taniguchi, Takahiro Eguchi, Norihiro Hurukawa","965.8235294117648",17
"Camille Schoell","965.8076923076923",26
"D-RAM","965.8",5
"Capt'n Shred","965.8",5
"RushJet1","965.7551020408164",49
"Robyn Miller","965.6666666666666",6
"minusworld, Graham Hardaway","965.5",2
"Masanobu Matsunaga, Saki Kurata, Shoh Murakami, Yoshito Sekigawa, Yasuhisa Baba, Hiroki Morishita, Masanori Adachi, Kiyoshi Hazemoto, Tomoko Sano, Kosei Muraki, Hiroaki Hanaoka, Yasumasa Yamada","965.3333333333334",21
"Rio \"88\" Hashikawa","965.2857142857143",7
"Mitsuto Suzuki","965.2727272727273",11
"Alex Mauer","965.2551020408164",98
"Matt Gray","965.2222222222222",9
"Rei Kondoh","964.9354838709677",31
"Shiryu","964.8260869565217",23
"Masahiro Aoki","964.8",20
"Toshiyuki Sudo","964.8",15
"Shinya Sakamoto, Atsushi Fujio","964.75",4
"Dren McDonald","964.6428571428571",14
"Rotten Eggplant","964.5",2
"Kozue Ishikawa","964.5",10
"Inon Zur","964.5",4
"Hiroaki Takahashi","964.5",2
"Mattias Häggström Gerdt","964.4186046511628",43
"Alberto José González","964.3577981651376",109
"Taku Yoshioka","964.3333333333334",3
"Eladar","964.3333333333334",3
"Russell Cox","964.25",12
"Avaris, Level 99","964.25",4
"Takafumi Miura, Shogo Sakai, Yuji Suzuki, Yusuke Takahama","964.2",5
"Yukihiro Jindo","964.1917808219179",73
"NoppZ","964.1538461538462",13
"jmr","964.1538461538462",13
"The Game Brass","964",10
"The Symphonic Games","964",5
"Yasuhisa Watanabe","964",2
"Roger Matthews, David Matthews","964",2
"samlie","964",4
"Red Tailed Fox","964",8
"avaris","964",2
"Marvin Valentin","964",4
"Genna Renee","964",2
"P2 Sue","964",2
"PpMaster","964",2
"Teruo Taniguchi","964",3
"Toshinoki Hiramatsu","964",4
"Alexei Zakharov, Natalia Yakovleva","964",2
"Twin AmadeuS","964",2
"Serph","964",2
"TheDeath","964",3
"Nobuyoshi Sano","964",2
"Kimio Yudate","964",2
"Levi Davis","964",2
"Megalixir","964",2
"Cromkayer","964",2
"Yukihiro Jindo, Falcom Sound Team jdk","964",2
"Reshidove","964",2
"CygnosiC","964",2
"BARx, Jabo","964",2
"Minho Jang","963.9166666666666",12
"ilp0","963.7857142857143",28
"Harumi Fujita, Yoshihiro Sakaguchi","963.7142857142857",7
"Deedubs","963.5384615384615",13
"Kelly Bailey","963.5",14
"Rio Hamamoto","963.4705882352941",17
"Takayuki Ogura","963.4166666666666",12
"Super Marcato Bros.","963.25",12
"Rob Hubbard","963.1875",16
"Hidenori Maezawa, Misao Senbongi","963.1818181818181",11
"Dj CUTMAN","963.1",10
"Hideaki Kobayashi","962.6875",16
"Petri Alanko","962.4",15
"Charles Deenen","962.4",5
"Atsuhiro Motoyama","962.3714285714286",35
"Azusa Chiba","962.3333333333334",9
"Vesuvia Ecky","962.25",4
"Ako Matsudaira","962.2",5
"Ryan8bit","962.2",5
"The Dual Dragons","962",15
"Shinji Tasaka, Satoko Minami","962",9
"Kensuke Inage","961.9166666666666",12
"Keiji Yamagishi","961.8181818181819",11
"Mark Vera","961.75",4
"Milky Eiko","961.75",4
"Shigeyoshi Kawagoe","961.75",4
"Takahama, Nobuyuki Shioda","961.75",8
"Bentley Jones / Lee Brotherton / LeeBro","961.75",4
"sonicsneakers","961.75",8
"Rudolf Stember","961.75",4
"Shusei Murai","961.6842105263158",19
"EgM","961.5714285714286",7
"Temp Sound Solutions ","961.3571428571429",14
"Mega Beardo","961.1904761904761",21
"David Bergeaud, Niels Bye Nielsen","961.0909090909091",22
"Kulor","961.0555555555555",18
"Jinbae Park (ESTi)","961",9
"ANARCHY TAKAPON, Masato Kouda","961",3
"Daemon9623","961",3
"The Eluryahn","961",3
"DJ Orange","960.4",5
"Sachiko Miyano","960.2857142857143",28
"Falk","960.1428571428571",7
"Yoshitaka Azuma","960",7
"Urban Flow","960",9
"Nobuo Uematsu, Tsutomu Narita","960",2
"Kenichi Kikkawa","960",4
"sleepytimejesse","960",2
"Masato Koike","959.695652173913",23
"Ryan Ike","959.6666666666666",9
"Yoshihiro Ike","959.625",8
"Will Brueggemann","959.5",28
"Hidehito Aoki,  Kenichi Tsuchi","959.5",4
"Kevin Stephens","959.5",2
"Double A Ron","959.5",2
"Danilo Ciaffi, Kenny Jr.","959.5",2
"-45","959.5",2
"GuardianSoul","959.5",2
"OutPhase","959.5",2
"Alex Lane","959.5",2
"Geoffrey Taucer","959.5",2
"Jakk","959.5",2
"Nautilus T Party","959.5",2
"Moa Lenngren","959.5",2
"C.I.A","959.5",2
"EQUIP","959.5",2
"MAX155","959.5",2
"Evan Wardell","959.5",2
"Heosphoros","959.3333333333334",21
"Keita Hoshi, Makiko Tanifuji","959.2222222222222",9
"mark dormin","959.1111111111111",9
"Ryuji Sasai","959.0714285714286",28
"Hiroki Kikuta, Noriyasu Agematsu","959",11
"Soyo Oka","958.9375",16
"Michael Hudak","958.8333333333334",24
"Parallelis","958.8181818181819",11
"Krispy","958.6666666666666",3
"Last Boss 009","958.6",5
"X-Ray","958.6",5
"Epoch","958.1666666666666",6
"Syuri Misaki","958",3
"Kiaran","958",3
"Skummel Maske","958",3
"R-Man","958",3
"Hiroyuki Namba","958",3
"LV-380","958",3
"Daisuke Ishiwatari","957.9714285714285",70
"Distorted Evolution","957.8461538461538",13
"PRESS PLAY ON TAPE","957.7407407407408",27
"Eijiro Nakagawa","957.5454545454545",22
"shanebro","957.5",8
"Jun Senoue, Crush 40","957.5",4
"Ryuichi Takada","957.375",8
"Akihiro Juichiya","957.3333333333334",15
"Kazunori Miyake","957.3333333333334",3
"Gaspode","957.2941176470588",17
"Yasutaka Hatade","957.25",4
"wata","957.25",4
"Eveline Fischer, David Wise","957.1111111111111",9
"Ludwig, Dutch Game Music","956.8666666666667",15
"Avaris","956.6153846153846",13
"Takeshi Miura, Hijiri Anze, Sanae Kasahara","956.5714285714286",7
"Takeshi Abo, Chiyomaru Shikura","956.5714285714286",7
"Ryan Davis Music","956.5",2
"Tsukasa Masuko","956.2380952380952",21
"Akihiro Juichiya, Kazuhiro Senoo, Naoki Maeda","956.125",8
"subPixel","956.0909090909091",11
"Shinichi Sakamoto","956.0909090909091",11
"Meteo Xavier","956",29
"Hiroyuki Masuno","956",10
"Ergosonic","955.8333333333334",6
"Noriyasu Agematsu","955.7857142857143",42
"KGS","955.5",2
"Francisco Cerda","955.4285714285714",7
"Shade","955.4",5
"Musho","955.3333333333334",6
"Chris Belair","955.3333333333334",3
"FAMIKOTO","955.1428571428571",7
"Tadayoshi Makino","955.0833333333334",12
"Satoshi Okubo","955",6
"Atsuki Watanabe","955",6
"Naoki Kita","955",4
"Bit Shifter","955",6
"Clark Aboud","955",5
"FingerstyleGaming","955",2
"Jorito, Earth Kid","955",4
"Hideki Kanazashi, Hiroaki Suga","955",2
"ThePopStarDude","955",3
"xylo","955",8
"EndlessRepeat","955",2
"Luck Ganriki","955",4
"ModalModule","955",3
"sci","955",2
"Forest Elves","955",3
"Blue Brew Music","955",2
"Ryudai Abe","955",3
"Clément Panchout","955",3
"Erika Richards (Bullicann / DT Majesty)","955",3
"Jyrki Talvitie","955",2
"Toru Minegishi, Hiroaki Takeuchi","955",2
"Yoshitaka Hirota","955",5
"Master Jace","955",2
"zabutom","955",2
"Hashel, Mark Autumn","955",2
"Kosuke Mizukami","955",2
"8-BITchin'tendo","955",2
"Oceanfire","955",2
"Braincells","955",2
"Nobuo Uematsu, Yoshitaka Suzuki","954.9",10
"Kentaro Kobayashi","954.8333333333334",6
"Archangel","954.7333333333333",15
"Chipocrite","954.5833333333334",12
"Dan Rodrigues","954.2222222222222",9
"Kosuke Yamashita","954.2173913043479",23
"ABSRDST","954.1428571428571",7
"Jon Holland","954.1",10
"Norihiko Hibino","953.7555555555556",45
"Fabian Del Priore","953.7142857142857",7
"Justin Scharvona","953.6923076923077",13
"Brandon Strader, halc","953.5",4
"Kiyohiro Sada","953.4666666666667",15
"Kenichi Tsuchiya, Eisuke Seki, Atsushi Kitajoh","953.4",5
"The Syntax Sin Tax","953.25",4
"Arion Salazar","953",13
"Paul Linford","953",4
"Manfred Linzner","952.9230769230769",13
"aluminum","952.8333333333334",6
"David Clynick","952.75",8
"Alias Conrad Coldwood","952.75",8
"Yuko Imai","952.75",4
"Philip Saguil","952.75",4
"Mariko Nanba, Tomoya Ohtani","952.6666666666666",6
"Hiroshi Miyazaki, Kaori Nakabai, Rika Shigeno","952.6363636363636",11
"Montaro Kinchan","952.5",4
"Kenichi Tokoi","952.4705882352941",17
"Yasuyuki Hamada, Shigenori Masuko, Youko Suzuki, Fumito Tamayama","952.3",10
"millstones","952.2222222222222",9
"Disasterpeace","952.2121212121212",33
"Aran Lee Shige","952.1666666666666",6
"Izuho Takeuchi (Ippo)","952.1666666666666",6
"T's Music","952.0754716981132",53
"Yoshie Takayanagi, Yoshie Arakawa","952",12
"Takeo Miratsu","952",14
"Jredd","952",6
"Shingo Nishimura","952",3
"Yasuyoshi Suzuki","952",3
"Ikuro Fujiwara","952",3
"Billy Martin","952",3
"Richter","952",3
"Omabroodje","952",3
"Ges.M","952",3
"DaMonz, Trainbeat","952",3
"Pablo Vega","951.8181818181819",11
"Shirobon","951.75",16
"Drew Cady, Ian Rodia, Mike Yeend","951.75",8
"ryo","951.6153846153846",13
"Pawel Blaszczak","951.6",5
"The Coop","951.3793103448276",29
"DZComposer","951.3333333333334",3
"WillRock, DaMonz","951",2
"Lemonectric, Phonetic Hero","951",2
"Landon Podbielski","950.8181818181819",11
"Hama, Eden","950.7647058823529",17
"The Zac Zinger Group","950.6",10
"Washudoll","950.5",8
"DESTINY 8","950.5",20
"ectogemia","950.5",4
"Brent Kennedy","950.5",4
"Shohei Tsuchiya","950.5",4
"Colin Jochimski","950.5",2
"Hetcenus","950.5",2
"Kyohei Tsutsumi","950.5",2
"Minori Sasaki","950.5",2
"Ichitootah","950.5",2
"Capcom, Hideyuki Fukasawa","950.5",2
"Cédric Joder","950.5",2
"Dimeback","950.5",2
"Audio Mocha, JohnStacy","950.5",2
"Nutritious, poolgirl","950.5",2
"Tonzurashi Stars","950.5",2
"Takeshi Isozaki","950.5",2
"Konami","950.2222222222222",9
"Toshiya Yamanaka","950",9
"Phil Hamilton","949.9",10
"Savaged Regime","949.8333333333334",12
"Munakata","949.8",5
"Joe Redifer","949.7142857142857",7
"Shinichiro Nakamura, Masato Koike, Miki Fujii","949.6",10
"VictorTheGuitarNerd","949.6",5
"Kota Hoshino","949",9
"Omni-Psyence","949",10
"Catonator","949",6
"Eino Keskitalo, Tuberz McGee","949",3
"pixelwave","949",3
"Ashton Morris","949",4
"Tokyo Metropolitan Wind Ensemble","948.7692307692307",13
"Kozo Nakamura, Junichiro Kaneda, Yuichi Sakakura, Tomoya Tomita","948.75",4
"Kiminori Atsuta","948.7142857142857",7
"Platonist","948.6923076923077",13
"business pastel","948.6666666666666",24
"FamicomBit","948.5714285714286",7
"Noriyuki Iwadare, Isao Mizoguchi, Two Five","948.5454545454545",11
"Rob King, Paul Romero","948.5",4
"Nao","948.5",4
"Mariko Nanba","948.25",4
"Ramon Braumuller","948.25",4
"Just Coffee","948",4
"Noriko Matsueda","947.5833333333334",12
"Matt Gray, Gavin Raeburn","947.5",2
"Takenobu Mitsuyoshi","947.5",6
"Ben Briggs, ectogemia","947.5",6
"U-ji","947.3333333333334",3
"Hashel","947.2857142857143",7
"Jukio Kallio","947.2222222222222",9
"Ben Cullum","947.1176470588235",17
"Tomoko Morita, Yukio Nakajima","947",9
"Vurez","946.9583333333334",24
"Tetsukazu Nakanishi","946.9375",16
"Mitsuhiro Kaneda","946.9166666666666",12
"Takuya Yokota, Kaoru Okada, Takeshi Miura","946.9",10
"Tristan Alric","946.75",4
"Tetracase","946.5",2
"Tenpei Sato","946.4581005586592",179
"Dave Hayes, George Alistair Sanger, David Govett, David Warhol, Chris Grigg, David Lawrence","946.3333333333334",6
"Kenichi Arakawa","946.25",20
"Shigemasa Matsuo, Tomoko Sumiyama","946.25",4
"Takayuki Aihara","946.2",5
"Tsukasa Masuko, Ryo Yonemitsu, Project SATAN","946.1428571428571",7
"Kunihiko Ryo","946.125",8
"Ozzed","946.0454545454545",22
"Mega Flare","946",2
"Noriyuki Iwadare, Isao Mizoguchi","946",4
"MetalLegend64","946",2
"RebeccaETripp, Gabriel Tripp","946",2
"Mustin, Anthony Lofton","946",2
"Icy Guy","946",2
"KyleAB5000","946",2
"Akihiro Akamatsu, Sachiko Oita, Shinji Nakaya","946",4
"Hiroshi Takaki","946",2
"Asterin","946",2
"Motoi Sakuraba, Yuzo Koshiro","946",2
"David Donges","946",2
"Nobuko Toda, Shuichi Kobori, Kazuma Jinnouchi","946",3
"Miwa Sato","946",2
"Fumie Kumatani","946",2
"Norio Nakagata, Takane Ohkubo","946",2
"Rexy","945.936170212766",47
"Covox","945.8333333333334",6
"Hiroki Hashimoto","945.8333333333334",6
"Kommisar","945.8",5
"RoeTaKa","945.7297297297297",37
"deim0s","945.5",4
"Alexander Brandon, Michiel van den Bos","945.1428571428571",7
"Miyuki Homareda","945.1111111111111",9
"Bluelighter","945",14
"Russell Shaw ","944.875",8
"Hudson Soft","944.6153846153846",13
"Atsuko Asahi, Yasuaki Iwata","944.5833333333334",12
"Takenobu Mitsuyoshi, Takayuki Hijikata","944.5",6
"Katsuhiko Suzuki, Shigemasa Matsuo, Atsushi Fujio, Norio Hanzawa","944.4",10
"Hitoshi Sakimoto, Masaharu Iwata","944.3636363636364",11
"Brother Android","944.2",10
"TAM Music Factory, SAM Free Music, Otonomori, Rengoku Teien, Liberty Music Room","943.75",4
"Chris Mann","943.75",4
"Two Feathers","943.75",4
"8bitmatt","943.7333333333333",30
"Takashi Horiguchi, Yoko Wada","943.3333333333334",6
"Freaky DNA","943",3
"6955","942.9166666666666",12
"ANARCHY TAKAPON, Hideki O.K, Akari Kaida","942.8181818181819",11
"pu_freak","942.7777777777778",18
"Hiroshi Watanabe","942.6",5
"Soyo Oka, Hiroaki Suga, Hideki Kanazashi","942.6",5
"Glejs","942.4",5
"Thiago Adamo A.K.A PXLDJ","942.4",5
"Kenji Kaneko","942.3939393939394",33
"Harumi Shiina","942.2857142857143",7
"Ayako Saso","942",9
"Kariina Gretere","942",2
"Koji Kondo, Atsuko Asahi, Toru Minegishi, Sayako Doi","941.875",8
"Kenji Hikita","941.8",10
"Shigeru Tomita, Kazunori Hasegawa","941.8",15
"Jeff Tymoschuk","941.75",4
"Triodust, KuensanP","941.75",4
"blackguitar","941.75",4
"Pongball","941.6666666666666",6
"James Roach, Toby Fox","941.6666666666666",6
"Cody Wright","941.5714285714286",14
"Marc Baril, Allan Levy, Jeff Tymoschuk","941.5",8
"Eiko Ishiwata","941.5",2
"Tsukasa","941.5",2
"Dj Bjra","941.5",2
"Haawke","941.5",2
"Norihito Sumitomo","941.5",2
"Peter McConnell, Clint Bajakian, Michael Land, Justus Dobrin, Eli Hludzik","941.5",2
"Shin-ichiro Nakamura","941.5",4
"Masanori Hikichi, Masayuki Nagao","941.5",4
"Agustin Barrios Mangore, Katsuro Tajima","941.5",2
"Hideki Sakamoto","941.2903225806451",31
"PANDAstar","941.1428571428571",21
"Zef","941.1428571428571",7
"Yuki Iwai, Etsuko Yoneda, Setsuo Yamamoto","940.8",5
"Stephane Picq,Philip Ulrich","940.7142857142857",7
"Tsutomu Ishida, Masayuki Iwata, Atsushi Mihiro","940.6666666666666",9
"Yusuke Takahama","940.3571428571429",14
"Kemco","940.3461538461538",26
"KingTiger","940.3333333333334",3
"Monobrow","940.1666666666666",6
"Human Sound Team","940.1111111111111",9
"Troupe Gammage, Joel Corelitz","940.1111111111111",9
"Fumihiro Isobe, Takeru Kanazaki, Shigemitsu Goto","940.0666666666667",15
"HIR","940",3
"Bun","940",3
"Feryl","939.6923076923077",13
"about:blank","939.5714285714286",7
"Hitoshi Fukushima, Morihito Iwamoto","939.3333333333334",9
"D. Takahashi","939.25",4
"David Logan","939.25",4
"SMILETRON","939",8
"Hiroyuki Misawa","938.8",5
"AMIworx","938.6818181818181",22
"Iku Mizutani","938.3214285714286",28
"Black SeeD","938.25",4
"Manack","938",2
"Masahito Nakano","938",2
"Chernabogue","937.6",15
"Hayato Matsuo","937.5714285714286",7
"Hiroto Kanno","937.5",2
"Takayuki Ishikawa","937.25",8
"Outset Initiative","937.25",4
"freezedream","937.25",4
"Masami Yitsuse, M. Yoshida, Y. Mizusawa","937.25",8
"Akihiro Juichiya, Misaki Asada, Tomoya Tomita","937.25",4
"Kenichi Matsubara, Yasuhiko Manno, J. Chuuma","937.2",5
"Koji Sakurai","937.2",5
"Koichi Fujiwara","937.125",8
"Taro Makido","937",3
"CarboHydroM, LuIzA","937",2
"NieN","937",2
"Danilo Ciaffi","937",5
"Kimitaka Kogo","937",3
"TheDeath, Usa","937",2
"Nada","937",2
"Lucas Guimaraes, ImAFutureGuitarHero, Stemage","937",2
"Olivier Deriviere","937",2
"Shoes","937",2
"Yuri Matsuura, Falk","937",2
"Torby Brand","936.8",5
"Graeme Norgate","936.45",20
"Nick Perrin","936.3333333333334",3
"Masayoshi Soken, Kumi Tanioka","936.2727272727273",11
"Calum Bowen","936.125",16
"Kentaro Koyama","936.125",8
"Hidehito Aoki","936.125",8
"bubu","935.7916666666666",24
"Codemasters","935.6666666666666",6
"Yoshihiro Tsukahara","935.5",4
"Joel Corelitz","935.4",5
"BrainCells","935",4
"TheBitterRoost","935",3
"Space Town Savior","934.8333333333334",18
"Zelkedo","934.8",15
"Katsuhiko Suzuki, Jun Irie","934.75",8
"H36T","934.75",8
"jnWake, Shea's Violin, minusworld","934.5",2
"Steve Burke","934.4285714285714",7
"Beckett007","934.375",8
"Simon Périn, Jérémie Périn","934.3333333333334",3
"Teruhiko Nakagawa","934.1666666666666",6
"jnWake, Jabo","934",2
"Syotarou Seo","934",3
"Tetsuhiro Ogawa, Iku Mizutani, Toshihiko Hiraguchi, Tomonao Niiya, Makoto Suehiro, Tasuku Mizutani ","933.9230769230769",13
"James Bennett","933.8333333333334",18
"SEGAROCKS","933.6923076923077",13
"Jivemaster, Sir_NutS, Helicopter Knife Fight","933.5",2
"Nario","933.4",5
"Masahiro Ando","933.4",5
"Mao Hamamoto","933.2857142857143",7
"Draconiator","933.2",5
"Aureolius","933",2
"zircon, Juan Medrano","933",2
"pe-jun","932.625",8
"Ukkari Yamanishi","932.625",8
"Miki Tsuchiya","932.5",2
"Chris Abbott, Slow Poison","932.5",2
"Jang Sung Woon","932.5",10
"Nestunes","932.5",2
"Asami Mitake","932.5",6
"Materia Brasilis","932.5",2
"Capn Crockett","932.5",2
"nailcliper","932.5",2
"Marvin Valentin, Joshua Taipale","932.5",2
"Aensland","932.5",2
"rain book","932.5",2
"Mr Feral","932.5",2
"Takayuki Iwai","932.5",2
"Christa Lee","932.4285714285714",7
"Yoshito Sekigawa","932.1",10
"Haku","932",7
"Gravity Corporation","932",7
"Chris Rickwood","931.8",5
"Whitaker Trebella","931.7",10
"Mike Norvak","931.5",4
"Saori Kobayashi","931.3333333333334",3
"CJthemusicdude","931",8
"John Ryan","931",3
"Blak_Omen","931",3
"Shinsekai Gakkyoku Zatsugidan, Ayumi Yasui","931",3
"Gavin Parker","930.7",10
"Producer Snafu","930.6666666666666",3
"Perfect World Entertainment","930.5769230769231",26
"Fumio Ito","930.5",8
"kulor","930.4",5
"EvilWezil","930.2777777777778",18
"Motoaki Furukawa","930.1111111111111",9
"Ronald Jenkees","930",5
"Kohta Takahashi","929.7142857142857",7
"Alexei Zakharov","929.6666666666666",6
"Taku Iwasaki, Kazunori Miyake","929.6666666666666",6
"Shusaku Uchiyama, Takeshi Miura","929.5",8
"Eirik Suhrke","929.3333333333334",6
"Rafael Langoni Smith","929.25",8
"MicroD","929.25",24
"Dj Orange","928.5",2
"Gabe Castro","928.25",8
"Yuki Haruda","928.1666666666666",6
"Masayoshi Ishi","928.1428571428571",7
"Beatrix Quinn","928.0833333333334",12
"Brad Smith","928",10
"Kenneth Young","928",5
"Alpine Surfer Music Masters","928",2
"ambient","928",4
"Loser Kashiwagi","928",4
"Dirk Rugged","928",3
"Marius Masalar","928",2
"ch4rl33","928",3
"Grospixels","927.5",2
"Reuben Kee","927.4285714285714",7
"Sok-Ju Lee (HanStone)","927.3333333333334",18
"Jared Emerson-Johnson","927.2972972972973",37
"Masanobu Tsukamoto","927.25",8
"Wataru Hokoyama","927.125",8
"Shogo Sakai, Takafumi Miura, Yuji Suzuki, Masaaki Iwasaki","927.1",10
"Jun Funahashi, Yoshiyuki Hagiwara","926.875",8
"Trey Frey","926.5294117647059",17
"Japanese Breakfast","926.5",4
"Suzumebachi","926.1111111111111",9
"mudeth","926",5
"Daisuke Matsumoto","925.6666666666666",3
"jneen collective","925.5",2
"daXX","925.4285714285714",7
"Boqeh","925.3571428571429",14
"Toshiki Aida, Ryosuke Asami","925.2222222222222",9
"J Damashii","925",4
"Cuttlefish","924.7368421052631",19
"Balloonbear","924.6",10
"Eric Skiff","924.6",5
"Will Bedford","924.6",5
"Riot Games Music Team","924.4",5
"Vampire Hunter Dan","924",22
"Tomoyuki Hamada","923.75",4
"Paul Blackford","923.5",2
"Hironobu Inagaki, Atsuyoshi Isemura","923.3636363636364",11
"Yuri Fukuda, Takashi Nagasaka","923.3333333333334",9
"Robin Ogden","923.1428571428571",7
"Kazuo Sawa, Michiya Hirasawa, Urabe Taku, Kuma-san","923.1428571428571",7
"Kiyoshi Yokoyama, Masaki Kase","923",7
"WillRock, Juan Medrano","923",2
"Rob Hubbard, Kyle Granger, Chris Grigg","923",7
"Yoko Mizuta","922.8571428571429",7
"Maki Kirioka","922.8",5
"Yuki Noma (Drakskip)","922.6666666666666",3
"Jeehun Hwang, Bon Harris","922.3333333333334",6
"Slimy","922.25",4
"Grimecraft","922",3
"Masanori Oouchi, Seiya Murai","922",3
"Daisuke Morishima","921.8",10
"ASCII Entertainment","921.375",8
"Motoi Sakuraba, Shinji Tamura","921.25",4
"Nicklas 'Nifflas' Nygren","921",10
"HeavenWraith","921",10
